comments_before_basetime,comments_24_basetime,comments_48_24,comments_publ_24,Diff_52_53,links_before_basetime,links_24_basetime,links_48_24,links_publ_24,diff_8_7,Target
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,2,1,3,1,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
3,0,2,3,-2,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,1,2,3,-1,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
3,0,1,3,-1,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
10,3,7,9,-4,0,0,0,0,0,
10,0,3,9,-3,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
12,5,7,12,-2,0,0,0,0,0,
13,1,5,12,-4,0,0,0,0,0,
16,16,0,16,16,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
20,4,16,20,-12,0,0,0,0,0,
6,0,6,6,-6,0,0,0,0,0,
21,1,4,20,-3,0,0,0,0,0,
6,0,0,6,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
4,1,3,3,-2,0,0,0,0,0,
18,18,0,18,18,0,0,0,0,0,
4,0,0,4,0,0,0,0,0,0,
4,0,1,3,-1,0,0,0,0,0,
19,1,18,19,-17,0,0,0,0,0,
8,8,0,8,8,0,0,0,0,0,
19,0,1,19,-1,0,0,0,0,0,
10,2,8,9,-6,0,0,0,0,0,
10,0,2,9,-2,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
7,3,4,7,-1,0,0,0,0,0,
10,3,3,7,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,1,1,-1,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,1,1,-1,0,0,0,0,0,
3,1,2,2,-1,0,0,0,0,0,
3,0,1,2,-1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
4,0,0,4,0,0,0,0,0,0,
3,2,1,3,1,1,1,0,1,1,
3,0,2,3,-2,1,0,1,1,-1,
6,6,0,6,6,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
8,2,6,8,-4,0,0,0,0,0,
6,0,6,6,-6,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
8,0,2,8,-2,0,0,0,0,0,
6,0,0,6,0,0,0,0,0,0,
4,0,0,4,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,1,2,3,-1,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,1,
3,0,1,3,-1,0,0,0,0,0,
0,0,0,0,0,1,0,1,1,-1,
3,3,0,3,3,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
0,0,0,0,0,1,0,0,1,0,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
5,2,3,5,-1,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
5,0,2,5,-2,0,0,0,0,0,
20,1,0,20,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
20,0,1,20,-1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
20,0,0,20,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
6,3,3,6,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
6,0,3,6,-3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,1,0,3,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
4,1,0,3,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,1,
0,0,0,0,0,1,0,1,1,-1,
0,0,0,0,0,1,0,0,1,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
115,115,0,115,115,2,2,0,2,2,
128,13,115,128,-102,3,1,2,2,-1,
128,0,13,128,-13,3,0,1,2,-1,
1,1,0,1,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
4,3,1,2,2,0,0,0,0,0,
4,3,1,4,2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
4,0,3,2,-3,0,0,0,0,0,
6,2,3,4,-1,0,0,0,0,0,
2,1,1,2,0,0,0,0,0,0,
2,0,1,2,-1,0,0,0,0,0,
5,5,0,5,5,0,0,0,0,0,
5,0,5,5,-5,0,0,0,0,0,
5,0,0,5,0,0,0,0,0,0,
2,2,0,2,2,1,1,0,1,1,
3,1,2,3,-1,1,0,1,1,-1,
3,0,1,3,-1,1,0,0,1,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
7,7,0,7,7,3,3,0,3,3,
7,0,7,7,-7,5,2,3,3,-1,
7,0,0,7,0,5,0,2,3,-2,
408,408,0,408,408,5,5,0,5,5,
434,26,408,434,-382,6,1,5,6,-4,
434,0,26,434,-26,6,0,1,6,-1,
19,19,0,19,19,0,0,0,0,0,
49,30,19,49,11,0,0,0,0,0,
49,0,30,49,-30,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,1,2,2,-1,0,0,0,0,0,
3,0,1,2,-1,0,0,0,0,0,
1,1,0,1,1,1,1,0,1,1,
1,0,1,1,-1,1,0,1,1,-1,
0,0,0,0,0,1,1,0,1,1,
1,0,0,1,0,1,0,0,1,0,
0,0,0,0,0,1,0,1,1,-1,
0,0,0,0,0,1,0,0,1,0,
0,0,0,0,0,0,0,0,0,0,
62,62,0,62,62,0,0,0,0,0,
91,29,62,62,-33,0,0,0,0,0,
97,6,29,62,-23,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,2,2,0,2,2,
1,0,0,1,0,2,0,2,2,-2,
1,1,0,1,1,1,1,0,1,1,
2,1,1,2,0,1,0,1,1,-1,
2,0,1,2,-1,1,0,0,1,0,
2,0,0,2,0,1,0,0,1,0,
1,1,0,1,1,2,2,0,2,2,
1,0,1,1,-1,3,1,2,2,-1,
1,0,0,1,0,3,0,1,2,-1,
0,0,0,0,0,1,1,0,1,1,
1,1,0,1,1,2,0,2,2,-2,
0,0,0,0,0,1,0,1,1,-1,
1,0,1,1,-1,2,0,0,2,0,
0,0,0,0,0,1,0,0,1,0,
1,0,0,1,0,2,0,0,2,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,1,
0,0,0,0,0,1,0,1,1,-1,
0,0,0,0,0,1,0,0,1,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,0,1,0,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
5,5,0,0,5,0,0,0,0,0,
12,7,5,0,2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
2,0,1,1,-1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
3,1,0,2,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,0,2,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,1,2,3,-1,0,0,0,0,0,
3,0,1,3,-1,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
7,3,4,6,-1,0,0,0,0,0,
10,3,3,6,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,2,2,2,0,0,0,0,0,0,
4,0,2,2,-2,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
7,4,3,7,1,0,0,0,0,0,
8,1,4,7,-3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,0,1,0,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
6,2,4,6,-2,0,0,0,0,0,
6,0,2,6,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
34,34,0,34,34,0,0,0,0,0,
35,1,34,34,-33,0,0,0,0,0,
36,1,1,34,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
5,4,0,1,4,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
3,2,1,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,1,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,1,1,-1,
0,0,0,0,0,1,0,0,1,0,
2,2,0,2,2,0,0,0,0,0,
5,3,2,5,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
10,5,3,5,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
10,0,5,5,-5,1,1,0,0,1,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,2,2,3,0,0,0,0,0,0,
5,1,2,3,-1,0,0,0,0,0,
5,5,0,5,5,1,1,0,1,1,
2,2,0,2,2,0,0,0,0,0,
7,2,5,6,-3,1,0,1,1,-1,
3,1,2,2,-1,0,0,0,0,0,
7,0,2,6,-2,1,0,0,1,0,
3,0,1,2,-1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
5,3,0,2,3,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
2,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
1,1,0,1,1,2,0,0,2,0,
7,3,4,6,-1,0,0,0,0,0,
1,0,1,1,-1,2,0,0,2,0,
1,1,0,1,1,0,0,0,0,0,
7,0,3,6,-3,0,0,0,0,0,
1,0,0,1,0,2,0,0,2,0,
58,58,0,58,58,2,2,0,2,2,
1,0,1,1,-1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
101,43,58,100,-15,2,0,2,2,-2,
3,3,0,3,3,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,0,1,1,-1,1,1,0,1,1,
101,0,43,100,-43,2,0,0,2,0,
3,0,3,3,-3,0,0,0,0,0,
1,0,0,1,0,1,0,1,1,-1,
3,0,0,3,0,0,0,0,0,0,
14,14,0,14,14,0,0,0,0,0,
18,4,14,18,-10,0,0,0,0,0,
18,0,4,18,-4,0,0,0,0,0,
58,58,0,58,58,3,3,0,3,3,
103,45,58,103,-13,3,0,3,3,-3,
2,2,0,2,2,0,0,0,0,0,
103,0,45,103,-45,3,0,0,3,0,
2,2,0,2,2,1,1,0,1,1,
2,0,2,2,-2,0,0,0,0,0,
2,0,2,2,-2,1,0,1,1,-1,
2,0,0,2,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,0,0,2,0,1,0,0,1,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,1,0,1,1,1,0,1,1,-1,
2,2,0,2,2,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,0,1,1,-1,1,0,0,1,0,
2,0,2,2,-2,0,0,0,0,0,
1,1,0,1,1,2,2,0,2,2,
1,0,0,1,0,1,0,0,1,0,
3,1,0,2,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
12,12,0,12,12,4,3,1,4,2,
3,2,1,3,1,4,2,2,4,0,
3,2,1,3,1,0,0,0,0,0,
19,7,12,16,-5,5,1,3,5,-2,
35,35,0,35,35,5,5,0,5,5,
4,1,2,3,-1,5,1,2,4,-1,
3,0,2,3,-2,0,0,0,0,0,
22,3,7,16,-4,5,0,1,5,-1,
35,0,35,35,-35,5,0,5,5,-5,
0,0,0,0,0,1,1,0,1,1,
35,0,0,35,0,6,1,0,5,1,
0,0,0,0,0,3,3,0,3,3,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,1,0,1,1,-1,
1,1,0,1,1,1,1,0,1,1,
0,0,0,0,0,2,2,0,2,2,
0,0,0,0,0,4,1,3,3,-2,
1,0,1,1,-1,0,0,0,0,0,
0,0,0,0,0,1,0,0,1,0,
3,2,1,2,1,4,3,1,4,2,
0,0,0,0,0,2,0,2,2,-2,
0,0,0,0,0,4,0,1,3,-1,
1,0,0,1,0,0,0,0,0,0,
3,0,2,2,-2,4,0,3,4,-3,
0,0,0,0,0,2,0,0,2,0,
15,15,0,15,15,0,0,0,0,0,
15,0,15,15,-15,0,0,0,0,0,
16,1,0,15,1,0,0,0,0,0,
1,1,0,1,1,1,1,0,1,1,
2,2,0,2,2,0,0,0,0,0,
98,98,0,98,98,1,1,0,1,1,
1,0,1,1,-1,1,0,1,1,-1,
1,1,0,1,1,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
98,0,98,98,-98,1,0,1,1,-1,
1,0,0,1,0,1,0,0,1,0,
1,0,1,1,-1,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
98,0,0,98,0,2,1,0,1,1,
1,0,0,1,0,0,0,0,0,0,
24,24,0,24,24,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
35,11,24,34,-13,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
36,1,11,34,-10,1,1,0,0,1,
16,16,0,16,16,1,1,0,1,1,
2,0,0,2,0,0,0,0,0,0,
35,19,16,35,3,8,7,1,8,6,
113,113,0,113,113,1,1,0,1,1,
37,2,19,35,-17,9,1,7,8,-6,
133,20,113,133,-93,1,0,1,1,-1,
9,9,0,9,9,1,1,0,1,1,
134,1,20,133,-19,1,0,0,1,0,
26,17,9,26,8,3,2,1,3,1,
2,2,0,2,2,3,3,0,3,3,
27,1,17,26,-16,3,0,2,3,-2,
56,54,2,53,52,4,1,3,4,-2,
94,94,0,94,94,1,1,0,1,1,
56,0,54,53,-54,5,1,1,4,0,
3,3,0,3,3,0,0,0,0,0,
97,3,94,97,-91,2,1,1,1,0,
20,17,3,20,14,2,2,0,1,2,
97,0,3,97,-3,2,0,1,1,-1,
78,78,0,78,78,6,6,0,6,6,
8,8,0,8,8,2,2,0,2,2,
21,1,17,20,-16,3,1,2,1,-1,
99,21,78,97,-57,7,1,6,6,-5,
92,92,0,92,92,3,3,0,3,3,
21,13,8,18,5,4,2,2,4,0,
100,1,21,97,-20,7,0,1,6,-1,
113,21,92,111,-71,4,1,3,4,-2,
21,0,13,18,-13,5,1,2,4,-1,
1,1,0,1,1,1,1,0,1,1,
114,1,21,111,-20,4,0,1,4,-1,
1,1,0,1,1,3,3,0,3,3,
5,4,1,5,3,5,4,1,4,3,
19,18,1,6,17,6,3,3,5,0,
6,1,4,5,-3,6,1,4,4,-3,
50,31,18,6,13,8,2,3,5,-1,
76,76,0,76,76,2,2,0,2,2,
83,7,76,76,-69,2,0,2,2,-2,
24,24,0,24,24,4,4,0,4,4,
89,6,7,76,-1,2,0,0,2,0,
44,44,0,44,44,6,6,0,6,6,
24,0,24,24,-24,4,0,4,4,-4,
52,8,44,52,-36,6,0,6,6,-6,
24,0,0,24,0,4,0,0,4,0,
52,0,8,52,-8,7,1,0,6,1,
18,18,0,18,18,1,1,0,1,1,
0,0,0,0,0,2,2,0,2,2,
22,4,18,21,-14,1,0,1,1,-1,
0,0,0,0,0,2,0,2,2,-2,
24,2,4,21,-2,1,0,0,1,0,
39,39,0,39,39,0,0,0,0,0,
0,0,0,0,0,2,0,0,2,0,
60,21,39,60,-18,0,0,0,0,0,
61,1,21,60,-20,0,0,0,0,0,
5,5,0,5,5,1,1,0,1,1,
29,24,5,17,19,3,2,1,3,1,
10,10,0,10,10,4,4,0,4,4,
32,3,24,17,-21,4,1,2,3,-1,
48,38,10,47,28,4,0,4,4,-4,
68,68,0,68,68,3,3,0,3,3,
48,0,38,47,-38,5,1,0,4,1,
99,31,68,99,-37,5,2,3,5,-1,
99,0,31,99,-31,5,0,2,5,-2,
2,2,0,2,2,2,2,0,2,2,
5,3,2,3,1,2,0,2,2,-2,
7,2,3,3,-1,2,0,0,2,0,
69,69,0,69,69,5,5,0,5,5,
72,3,69,71,-66,5,0,5,5,-5,
26,26,0,26,26,3,3,0,3,3,
73,1,3,71,-2,6,1,0,5,1,
26,0,26,26,-26,4,1,3,3,-2,
27,1,0,26,1,4,0,1,3,-1,
6,6,0,6,6,0,0,0,0,0,
9,3,6,9,-3,1,1,0,1,1,
9,0,3,9,-3,1,0,1,1,-1,
3,3,0,3,3,0,0,0,0,0,
11,11,0,11,11,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
56,45,11,53,34,1,1,0,1,1,
1,1,0,1,1,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
56,0,45,53,-45,1,0,1,1,-1,
3,2,1,2,1,0,0,0,0,0,
3,0,2,2,-2,1,1,0,0,1,
4,4,0,4,4,1,0,1,1,-1,
5,1,4,4,-3,1,0,0,1,0,
5,0,1,4,-1,1,0,0,1,0,
1,1,0,1,1,0,0,0,0,0,
2,1,1,2,0,0,0,0,0,0,
3,1,1,2,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
6,5,1,6,4,1,1,0,1,1,
6,0,5,6,-5,1,0,1,1,-1,
4,4,0,4,4,0,0,0,0,0,
6,0,0,6,0,1,0,0,1,0,
4,0,4,4,-4,2,2,0,0,2,
2,2,0,2,2,0,0,0,0,0,
4,0,0,4,0,2,0,2,0,-2,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
11,10,1,11,9,1,1,0,1,1,
15,4,10,11,-6,1,0,1,1,-1,
39,39,0,39,39,1,1,0,1,1,
39,0,39,39,-39,2,1,1,2,0,
41,41,0,41,41,1,1,0,1,1,
39,0,0,39,0,2,0,1,2,-1,
44,3,41,41,-38,1,0,1,1,-1,
47,3,3,41,0,1,0,0,1,0,
9,9,0,9,9,0,0,0,0,0,
10,1,9,10,-8,0,0,0,0,0,
11,1,1,10,0,0,0,0,0,0,
19,19,0,19,19,0,0,0,0,0,
4,4,0,4,4,1,1,0,1,1,
22,3,19,21,-16,0,0,0,0,0,
4,0,4,4,-4,1,0,1,1,-1,
24,2,3,21,-1,0,0,0,0,0,
4,0,0,4,0,1,0,0,1,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,1,0,1,1,2,1,1,2,0,
5,4,1,5,3,0,0,0,0,0,
2,1,1,2,0,2,0,1,2,-1,
8,3,4,5,-1,1,1,0,0,1,
3,1,1,2,0,2,0,0,2,0,
7,7,0,7,7,1,1,0,1,1,
20,13,7,20,6,1,0,1,1,-1,
23,3,13,20,-10,1,0,0,1,0,
1,1,0,1,1,0,0,0,0,0,
6,5,1,3,4,0,0,0,0,0,
6,0,5,3,-5,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
7,6,1,7,5,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
2,2,0,2,2,2,2,0,2,2,
7,0,6,7,-6,0,0,0,0,0,
6,2,4,6,-2,0,0,0,0,0,
3,1,2,3,-1,2,0,2,2,-2,
8,2,2,6,0,0,0,0,0,0,
3,0,1,3,-1,2,0,0,2,0,
95,95,0,95,95,7,7,0,7,7,
15,15,0,15,15,1,1,0,1,1,
148,53,95,148,-42,14,7,7,14,0,
24,9,15,18,-6,1,0,1,1,-1,
150,2,53,148,-51,14,0,7,14,-7,
25,1,9,18,-8,3,2,0,1,2,
7,7,0,7,7,0,0,0,0,0,
9,2,7,7,-5,0,0,0,0,0,
11,2,2,7,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
8,6,2,8,4,0,0,0,0,0,
15,7,6,8,1,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
9,6,3,9,3,1,1,0,1,1,
34,27,7,33,20,8,8,0,8,8,
15,6,6,9,0,2,1,1,1,0,
36,2,27,33,-25,8,0,8,8,-8,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
94,94,0,94,94,5,5,0,5,5,
3,0,0,3,0,0,0,0,0,0,
125,31,94,102,-63,5,0,5,5,-5,
126,1,31,102,-30,5,0,0,5,0,
1,1,0,1,1,0,0,0,0,0,
7,6,1,7,5,1,1,0,1,1,
11,4,6,7,-2,1,0,1,1,-1,
11,0,4,7,-4,1,0,0,1,0,
13,13,0,13,13,2,2,0,2,2,
10,10,0,10,10,0,0,0,0,0,
22,9,13,13,-4,2,0,2,2,-2,
12,2,10,12,-8,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
22,0,9,13,-9,2,0,0,2,0,
9,9,0,9,9,1,1,0,1,1,
14,2,2,12,0,0,0,0,0,0,
13,12,1,11,11,0,0,0,0,0,
9,0,9,9,-9,1,0,1,1,-1,
94,94,0,94,94,3,3,0,3,3,
14,1,12,11,-11,0,0,0,0,0,
9,0,0,9,0,1,0,0,1,0,
104,10,94,97,-84,3,0,3,3,-3,
5,5,0,5,5,0,0,0,0,0,
104,0,10,97,-10,3,0,0,3,0,
9,4,5,8,-1,0,0,0,0,0,
10,1,4,8,-3,0,0,0,0,0,
63,63,0,63,63,3,3,0,3,3,
73,10,63,70,-53,3,0,3,3,-3,
14,14,0,14,14,0,0,0,0,0,
74,1,10,70,-9,3,0,0,3,0,
5,5,0,5,5,0,0,0,0,0,
21,7,14,16,-7,1,1,0,0,1,
8,3,5,8,-2,0,0,0,0,0,
22,1,7,16,-6,1,0,1,0,-1,
10,10,0,10,10,0,0,0,0,0,
9,1,3,8,-2,0,0,0,0,0,
49,39,10,45,29,1,1,0,1,1,
56,7,39,45,-32,1,0,1,1,-1,
32,32,0,32,32,2,2,0,2,2,
34,2,32,33,-30,3,1,2,3,-1,
34,0,2,33,-2,3,0,1,3,-1,
11,11,0,11,11,0,0,0,0,0,
18,7,11,13,-4,0,0,0,0,0,
4,4,0,4,4,1,1,0,1,1,
32,14,7,13,7,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
5,1,4,5,-3,2,1,1,1,0,
6,4,2,5,2,0,0,0,0,0,
6,1,1,5,0,3,1,1,1,0,
6,0,4,5,-4,0,0,0,0,0,
79,79,0,79,79,2,2,0,2,2,
